affix,agent,concept,concept_base,concept_translation,direction,direction_base,direction_translation,gloss,mode,mode_base,mode_translation,object,object_base,object_translation,patient,person,preverb,preverb_base,preverb_translation,subject,subject_base,subject_translation,tense,tense_base,tense_translation,text,text_breakdown,text_label,verb,verb_base,verb_translation,verb_type
-,,VAI2INI3sg,ki____naw   | ê-____yahk | ____tân   ,Inclusive You & I (plural/singular) acting on It (inanimate),animate_intransitive,-,Someone acting,conj_prefprsNONEcâhkastâVAIT2I,conj,-,Conjunct,NI3sg,ôma,It (inanimate),,,NONE,mahkikway preverb,no preverb,2I,kiyanaw,Inclusive You & I (plural/singular),prs,-,present,ê-câhkastâyahk,ê-__câhkastâ_yahk,concept_spelling_verb_concept,câhkastâVAIT,câhkastâ,put it in a high pile,VAIT
-,,VAI2INI3sg,ki____naw   | ê-____yahk | ____tân   ,Inclusive You & I (plural/singular) acting on It (inanimate),animate_intransitive,-,Someone acting,conj_prefprsNONEatawêVAIT2I,conj,-,Conjunct,NI3sg,ôma,It (inanimate),,,NONE,mahkikway preverb,no preverb,2I,kiyanaw,Inclusive You & I (plural/singular),prs,-,present,ê-atawêyahk,ê-__atawê_yahk,concept_spelling_verb_concept,atawêVAIT,atawê,buy something,VAIT
-,,VAI1PLNI3sg,ni____nân   | ê-____yâhk,Plural I acting on It (inanimate),animate_intransitive,-,Someone acting,prsNONEcâhkastâVAIT1PL,ind,-,Independent,NI3sg,ôma,It (inanimate),,1,NONE,mahkikway preverb,no preverb,1PL,niyanân,Plural I,prs,-,present,nicâhkastânân,ni__câhkastâ_nân,concept_spelling_verb_concept,câhkastâVAIT,câhkastâ,put it in a high pile,VAIT
-,,VAI1PLNI3sg,ni____nân   | ê-____yâhk,Plural I acting on It (inanimate),animate_intransitive,-,Someone acting,prsNONEatawêVAIT1PL,ind,-,Independent,NI3sg,ôma,It (inanimate),,1,NONE,mahkikway preverb,no preverb,1PL,niyanân,Plural I,prs,-,present,nitatawânân,ni_t_atawâ_nân,concept_spelling_verb_concept,atawêVAIT,atawê,buy something,VAIT
-,,VAI1PLNI3sg,ni____nân   | ê-____yâhk,Plural I acting on It (inanimate),animate_intransitive,-,Someone acting,conj_prefprsNONEcâhkastâVAIT1PL,conj,-,Conjunct,NI3sg,ôma,It (inanimate),,,NONE,mahkikway preverb,no preverb,1PL,niyanân,Plural I,prs,-,present,ê-câhkastâyâhk,ê-__câhkastâ_yâhk,concept_spelling_verb_concept,câhkastâVAIT,câhkastâ,put it in a high pile,VAIT
-,,VAI1PLNI3sg,ni____nân   | ê-____yâhk,Plural I acting on It (inanimate),animate_intransitive,-,Someone acting,conj_prefprsNONEatawêVAIT1PL,conj,-,Conjunct,NI3sg,ôma,It (inanimate),,,NONE,mahkikway preverb,no preverb,1PL,niyanân,Plural I,prs,-,present,ê-atawêyâhk,ê-__atawê_yâhk,concept_spelling_verb_concept,atawêVAIT,atawê,buy something,VAIT
-,,VAI3SGNI3sg,____w       | ê-____t   ,S/he acting on It (inanimate),animate_intransitive,-,Someone acting,prsNONEcâhkastâVAIT3SG,ind,-,Independent,NI3sg,ôma,It (inanimate),,3,NONE,mahkikway preverb,no preverb,3SG,wiya,S/he,prs,-,present,câhkastâw,__câhkastâ_w,concept_spelling_verb_concept,câhkastâVAIT,câhkastâ,put it in a high pile,VAIT
-,,VAI3SGNI3sg,____w       | ê-____t   ,S/he acting on It (inanimate),animate_intransitive,-,Someone acting,prsNONEatawêVAIT3SG,ind,-,Independent,NI3sg,ôma,It (inanimate),,3,NONE,mahkikway preverb,no preverb,3SG,wiya,S/he,prs,-,present,atawêw,__atawê_w,concept_spelling_verb_concept,atawêVAIT,atawê,buy something,VAIT
-,,VAI3SGNI3sg,____w       | ê-____t   ,S/he acting on It (inanimate),animate_intransitive,-,Someone acting,conj_prefprsNONEcâhkastâVAIT3SG,conj,-,Conjunct,NI3sg,ôma,It (inanimate),,,NONE,mahkikway preverb,no preverb,3SG,wiya,S/he,prs,-,present,ê-câhkastât,ê-__câhkastâ_t,concept_spelling_verb_concept,câhkastâVAIT,câhkastâ,put it in a high pile,VAIT
-,,VAI3SGNI3sg,____w       | ê-____t   ,S/he acting on It (inanimate),animate_intransitive,-,Someone acting,conj_prefprsNONEatawêVAIT3SG,conj,-,Conjunct,NI3sg,ôma,It (inanimate),,,NONE,mahkikway preverb,no preverb,3SG,wiya,S/he,prs,-,present,ê-atawêt,ê-__atawê_t,concept_spelling_verb_concept,atawêVAIT,atawê,buy something,VAIT
-,,VAI2SGNI3sg,ki____n     | ê-____yan  | ____      ,You acting on It (inanimate),animate_intransitive,-,Someone acting,prsNONEcâhkastâVAIT2SG,ind,-,Independent,NI3sg,ôma,It (inanimate),,2,NONE,mahkikway preverb,no preverb,2SG,kiya,You,prs,-,present,kicâhkastân,ki__câhkastâ_n,concept_spelling_verb_concept,câhkastâVAIT,câhkastâ,put it in a high pile,VAIT
-,,VAI2SGNI3sg,ki____n     | ê-____yan  | ____      ,You acting on It (inanimate),animate_intransitive,-,Someone acting,prsNONEatawêVAIT2SG,ind,-,Independent,NI3sg,ôma,It (inanimate),,2,NONE,mahkikway preverb,no preverb,2SG,kiya,You,prs,-,present,kitatawân,ki_t_atawâ_n,concept_spelling_verb_concept,atawêVAIT,atawê,buy something,VAIT
-,,VAI2SGNI3sg,ki____n     | ê-____yan  | ____      ,You acting on It (inanimate),animate_intransitive,-,Someone acting,NONEcâhkastâVAITprs2SG,imp,-,Imperative,NI3sg,ôma,It (inanimate),,,NONE,mahkikway preverb,no preverb,2SG,kiya,You,prs,-,present,câhkastâ,_câhkastâ_,preverb_verb_concept,câhkastâVAIT,câhkastâ,put it in a high pile,VAIT
-,,VAI2SGNI3sg,ki____n     | ê-____yan  | ____      ,You acting on It (inanimate),animate_intransitive,-,Someone acting,NONEatawêVAITprs2SG,imp,-,Imperative,NI3sg,ôma,It (inanimate),,,NONE,mahkikway preverb,no preverb,2SG,kiya,You,prs,-,present,atawê,_atawê_,preverb_verb_concept,atawêVAIT,atawê,buy something,VAIT
-,,VAI2SGNI3sg,ki____n     | ê-____yan  | ____      ,You acting on It (inanimate),animate_intransitive,-,Someone acting,conj_prefprsNONEcâhkastâVAIT2SG,conj,-,Conjunct,NI3sg,ôma,It (inanimate),,,NONE,mahkikway preverb,no preverb,2SG,kiya,You,prs,-,present,ê-câhkastâyan,ê-__câhkastâ_yan,concept_spelling_verb_concept,câhkastâVAIT,câhkastâ,put it in a high pile,VAIT
-,,VAI2SGNI3sg,ki____n     | ê-____yan  | ____      ,You acting on It (inanimate),animate_intransitive,-,Someone acting,conj_prefprsNONEatawêVAIT2SG,conj,-,Conjunct,NI3sg,ôma,It (inanimate),,,NONE,mahkikway preverb,no preverb,2SG,kiya,You,prs,-,present,ê-atawêyan,ê-__atawê_yan,concept_spelling_verb_concept,atawêVAIT,atawê,buy something,VAIT
-,,VAI1SGNI3sg,ni____n     | ê-____yân ,I acting on It (inanimate),animate_intransitive,-,Someone acting,prsNONEcâhkastâVAIT1SG,ind,-,Independent,NI3sg,ôma,It (inanimate),,1,NONE,mahkikway preverb,no preverb,1SG,niya,I,prs,-,present,nicâhkastân,ni__câhkastâ_n,concept_spelling_verb_concept,câhkastâVAIT,câhkastâ,put it in a high pile,VAIT
-,,VAI1SGNI3sg,ni____n     | ê-____yân ,I acting on It (inanimate),animate_intransitive,-,Someone acting,prsNONEatawêVAIT1SG,ind,-,Independent,NI3sg,ôma,It (inanimate),,1,NONE,mahkikway preverb,no preverb,1SG,niya,I,prs,-,present,nitatawân,ni_t_atawâ_n,concept_spelling_verb_concept,atawêVAIT,atawê,buy something,VAIT
-,,VAI1SGNI3sg,ni____n     | ê-____yân ,I acting on It (inanimate),animate_intransitive,-,Someone acting,conj_prefprsNONEcâhkastâVAIT1SG,conj,-,Conjunct,NI3sg,ôma,It (inanimate),,,NONE,mahkikway preverb,no preverb,1SG,niya,I,prs,-,present,ê-câhkastâyân,ê-__câhkastâ_yân,concept_spelling_verb_concept,câhkastâVAIT,câhkastâ,put it in a high pile,VAIT
-,,VAI1SGNI3sg,ni____n     | ê-____yân ,I acting on It (inanimate),animate_intransitive,-,Someone acting,conj_prefprsNONEatawêVAIT1SG,conj,-,Conjunct,NI3sg,ôma,It (inanimate),,,NONE,mahkikway preverb,no preverb,1SG,niya,I,prs,-,present,ê-atawêyân,ê-__atawê_yân,concept_spelling_verb_concept,atawêVAIT,atawê,buy something,VAIT
