affix,agent,concept,concept_base,concept_translation,direction,direction_base,direction_translation,gloss,mode,mode_base,mode_translation,object,object_base,object_translation,patient,person,preverb,preverb_base,preverb_translation,subject,subject_base,subject_translation,tense,tense_base,tense_translation,text,text_breakdown,text_label,verb,verb_base,verb_translation,verb_type
-,,VAI3'NONE,____yiwa    | ê-____yit ,4th Person acting,animate_intransitive,-,Someone acting,prsNONEwâpiVAI3',ind,-,Independent,NONE,-,,,3,NONE,mahkikway preverb,no preverb,3',John okosisa,4th Person,prs,-,present,wâpiyiwa,__wâpi_yiwa,concept_spelling_verb_concept,wâpiVAI,wâpi,see,VAI
-,,VAI3'NONE,____yiwa    | ê-____yit ,4th Person acting,animate_intransitive,-,Someone acting,prsNONEwaniskaVAI3',ind,-,Independent,NONE,-,,,3,NONE,mahkikway preverb,no preverb,3',John okosisa,4th Person,prs,-,present,waniskayiwa,__waniska_yiwa,concept_spelling_verb_concept,waniskaVAI,waniska,wake up,VAI
-,,VAI3'NONE,____yiwa    | ê-____yit ,4th Person acting,animate_intransitive,-,Someone acting,prsNONEtapasiVAI3',ind,-,Independent,NONE,-,,,3,NONE,mahkikway preverb,no preverb,3',John okosisa,4th Person,prs,-,present,tapasiyiwa,__tapasi_yiwa,concept_spelling_verb_concept,tapasiVAI,tapasi,run away,VAI
-,,VAI3'NONE,____yiwa    | ê-____yit ,4th Person acting,animate_intransitive,-,Someone acting,prsNONEpimipahtaVAI3',ind,-,Independent,NONE,-,,,3,NONE,mahkikway preverb,no preverb,3',John okosisa,4th Person,prs,-,present,pimipahtayiwa,__pimipahta_yiwa,concept_spelling_verb_concept,pimipahtaVAI,pimipahta,run,VAI
-,,VAI3'NONE,____yiwa    | ê-____yit ,4th Person acting,animate_intransitive,-,Someone acting,prsNONEnipaVAI3',ind,-,Independent,NONE,-,,,3,NONE,mahkikway preverb,no preverb,3',John okosisa,4th Person,prs,-,present,nipayiwa,__nipa_yiwa,concept_spelling_verb_concept,nipaVAI,nipa,sleep,VAI
-,,VAI3'NONE,____yiwa    | ê-____yit ,4th Person acting,animate_intransitive,-,Someone acting,prsNONEnipawiVAI3',ind,-,Independent,NONE,-,,,3,NONE,mahkikway preverb,no preverb,3',John okosisa,4th Person,prs,-,present,nipawiyiwa,__nipawi_yiwa,concept_spelling_verb_concept,nipawiVAI,nipawi,stand,VAI
-,,VAI3'NONE,____yiwa    | ê-____yit ,4th Person acting,animate_intransitive,-,Someone acting,prsNONEnanâskomoVAI3',ind,-,Independent,NONE,-,,,3,NONE,mahkikway preverb,no preverb,3',John okosisa,4th Person,prs,-,present,nanâskomoyiwa,__nanâskomo_yiwa,concept_spelling_verb_concept,nanâskomoVAI,nanâskomo,be grateful,VAI
-,,VAI3'NONE,____yiwa    | ê-____yit ,4th Person acting,animate_intransitive,-,Someone acting,prsNONEmîcisoVAI3',ind,-,Independent,NONE,-,,,3,NONE,mahkikway preverb,no preverb,3',John okosisa,4th Person,prs,-,present,mîcisoyiwa,__mîciso_yiwa,concept_spelling_verb_concept,mîcisoVAI,mîciso,eat,VAI
-,,VAI3'NONE,____yiwa    | ê-____yit ,4th Person acting,animate_intransitive,-,Someone acting,prsNONEmêtawêVAI3',ind,-,Independent,NONE,-,,,3,NONE,mahkikway preverb,no preverb,3',John okosisa,4th Person,prs,-,present,mêtawêyiwa,__mêtawê_yiwa,concept_spelling_verb_concept,mêtawêVAI,mêtawê,play,VAI
-,,VAI3'NONE,____yiwa    | ê-____yit ,4th Person acting,animate_intransitive,-,Someone acting,prsNONEkwayaskwâtisiVAI3',ind,-,Independent,NONE,-,,,3,NONE,mahkikway preverb,no preverb,3',John okosisa,4th Person,prs,-,present,kwayaskwâtisiyiwa,__kwayaskwâtisi_yiwa,concept_spelling_verb_concept,kwayaskwâtisiVAI,kwayaskwâtisi,be honest,VAI
-,,VAI3'NONE,____yiwa    | ê-____yit ,4th Person acting,animate_intransitive,-,Someone acting,prsNONEitohteVAI3',ind,-,Independent,NONE,-,,,3,NONE,mahkikway preverb,no preverb,3',John okosisa,4th Person,prs,-,present,itohteyiwa,__itohte_yiwa,concept_spelling_verb_concept,itohteVAI,itohte,go,VAI
-,,VAI3'NONE,____yiwa    | ê-____yit ,4th Person acting,animate_intransitive,-,Someone acting,prsNONEapiVAI3',ind,-,Independent,NONE,-,,,3,NONE,mahkikway preverb,no preverb,3',John okosisa,4th Person,prs,-,present,apiyiwa,__api_yiwa,concept_spelling_verb_concept,apiVAI,api,sit,VAI
-,,VAI3'NONE,____yiwa    | ê-____yit ,4th Person acting,animate_intransitive,-,Someone acting,conj_prefprsNONEwâpiVAI3',conj,-,Conjunct,NONE,-,,,,NONE,mahkikway preverb,no preverb,3',John okosisa,4th Person,prs,-,present,ê-wâpiyit,ê-__wâpi_yit,concept_spelling_verb_concept,wâpiVAI,wâpi,see,VAI
-,,VAI3'NONE,____yiwa    | ê-____yit ,4th Person acting,animate_intransitive,-,Someone acting,conj_prefprsNONEwaniskaVAI3',conj,-,Conjunct,NONE,-,,,,NONE,mahkikway preverb,no preverb,3',John okosisa,4th Person,prs,-,present,ê-waniskayit,ê-__waniska_yit,concept_spelling_verb_concept,waniskaVAI,waniska,wake up,VAI
-,,VAI3'NONE,____yiwa    | ê-____yit ,4th Person acting,animate_intransitive,-,Someone acting,conj_prefprsNONEtapasiVAI3',conj,-,Conjunct,NONE,-,,,,NONE,mahkikway preverb,no preverb,3',John okosisa,4th Person,prs,-,present,ê-tapasiyit,ê-__tapasi_yit,concept_spelling_verb_concept,tapasiVAI,tapasi,run away,VAI
-,,VAI3'NONE,____yiwa    | ê-____yit ,4th Person acting,animate_intransitive,-,Someone acting,conj_prefprsNONEpimipahtaVAI3',conj,-,Conjunct,NONE,-,,,,NONE,mahkikway preverb,no preverb,3',John okosisa,4th Person,prs,-,present,ê-pimipahtayit,ê-__pimipahta_yit,concept_spelling_verb_concept,pimipahtaVAI,pimipahta,run,VAI
-,,VAI3'NONE,____yiwa    | ê-____yit ,4th Person acting,animate_intransitive,-,Someone acting,conj_prefprsNONEnipaVAI3',conj,-,Conjunct,NONE,-,,,,NONE,mahkikway preverb,no preverb,3',John okosisa,4th Person,prs,-,present,ê-nipayit,ê-__nipa_yit,concept_spelling_verb_concept,nipaVAI,nipa,sleep,VAI
-,,VAI3'NONE,____yiwa    | ê-____yit ,4th Person acting,animate_intransitive,-,Someone acting,conj_prefprsNONEnipawiVAI3',conj,-,Conjunct,NONE,-,,,,NONE,mahkikway preverb,no preverb,3',John okosisa,4th Person,prs,-,present,ê-nipawiyit,ê-__nipawi_yit,concept_spelling_verb_concept,nipawiVAI,nipawi,stand,VAI
-,,VAI3'NONE,____yiwa    | ê-____yit ,4th Person acting,animate_intransitive,-,Someone acting,conj_prefprsNONEnanâskomoVAI3',conj,-,Conjunct,NONE,-,,,,NONE,mahkikway preverb,no preverb,3',John okosisa,4th Person,prs,-,present,ê-nanâskomoyit,ê-__nanâskomo_yit,concept_spelling_verb_concept,nanâskomoVAI,nanâskomo,be grateful,VAI
-,,VAI3'NONE,____yiwa    | ê-____yit ,4th Person acting,animate_intransitive,-,Someone acting,conj_prefprsNONEmîcisoVAI3',conj,-,Conjunct,NONE,-,,,,NONE,mahkikway preverb,no preverb,3',John okosisa,4th Person,prs,-,present,ê-mîcisoyit,ê-__mîciso_yit,concept_spelling_verb_concept,mîcisoVAI,mîciso,eat,VAI
-,,VAI3'NONE,____yiwa    | ê-____yit ,4th Person acting,animate_intransitive,-,Someone acting,conj_prefprsNONEmêtawêVAI3',conj,-,Conjunct,NONE,-,,,,NONE,mahkikway preverb,no preverb,3',John okosisa,4th Person,prs,-,present,ê-mêtawêyit,ê-__mêtawê_yit,concept_spelling_verb_concept,mêtawêVAI,mêtawê,play,VAI
-,,VAI3'NONE,____yiwa    | ê-____yit ,4th Person acting,animate_intransitive,-,Someone acting,conj_prefprsNONEkwayaskwâtisiVAI3',conj,-,Conjunct,NONE,-,,,,NONE,mahkikway preverb,no preverb,3',John okosisa,4th Person,prs,-,present,ê-kwayaskwâtisiyit,ê-__kwayaskwâtisi_yit,concept_spelling_verb_concept,kwayaskwâtisiVAI,kwayaskwâtisi,be honest,VAI
-,,VAI3'NONE,____yiwa    | ê-____yit ,4th Person acting,animate_intransitive,-,Someone acting,conj_prefprsNONEitohteVAI3',conj,-,Conjunct,NONE,-,,,,NONE,mahkikway preverb,no preverb,3',John okosisa,4th Person,prs,-,present,ê-itohteyit,ê-__itohte_yit,concept_spelling_verb_concept,itohteVAI,itohte,go,VAI
-,,VAI3'NONE,____yiwa    | ê-____yit ,4th Person acting,animate_intransitive,-,Someone acting,conj_prefprsNONEapiVAI3',conj,-,Conjunct,NONE,-,,,,NONE,mahkikway preverb,no preverb,3',John okosisa,4th Person,prs,-,present,ê-apiyit,ê-__api_yit,concept_spelling_verb_concept,apiVAI,api,sit,VAI
-,,VAI3PLNONE,____wak     | ê-____cik ,Plural She/He acting,animate_intransitive,-,Someone acting,prsNONEwâpiVAI3PL,ind,-,Independent,NONE,-,,,3,NONE,mahkikway preverb,no preverb,3PL,wiyawâw,Plural She/He,prs,-,present,wâpiwak,__wâpi_wak,concept_spelling_verb_concept,wâpiVAI,wâpi,see,VAI
-,,VAI3PLNONE,____wak     | ê-____cik ,Plural She/He acting,animate_intransitive,-,Someone acting,prsNONEwaniskaVAI3PL,ind,-,Independent,NONE,-,,,3,NONE,mahkikway preverb,no preverb,3PL,wiyawâw,Plural She/He,prs,-,present,waniskawak,__waniska_wak,concept_spelling_verb_concept,waniskaVAI,waniska,wake up,VAI
-,,VAI3PLNONE,____wak     | ê-____cik ,Plural She/He acting,animate_intransitive,-,Someone acting,prsNONEtapasiVAI3PL,ind,-,Independent,NONE,-,,,3,NONE,mahkikway preverb,no preverb,3PL,wiyawâw,Plural She/He,prs,-,present,tapasiwak,__tapasi_wak,concept_spelling_verb_concept,tapasiVAI,tapasi,run away,VAI
-,,VAI3PLNONE,____wak     | ê-____cik ,Plural She/He acting,animate_intransitive,-,Someone acting,prsNONEpimipahtaVAI3PL,ind,-,Independent,NONE,-,,,3,NONE,mahkikway preverb,no preverb,3PL,wiyawâw,Plural She/He,prs,-,present,pimipahtawak,__pimipahta_wak,concept_spelling_verb_concept,pimipahtaVAI,pimipahta,run,VAI
-,,VAI3PLNONE,____wak     | ê-____cik ,Plural She/He acting,animate_intransitive,-,Someone acting,prsNONEnipaVAI3PL,ind,-,Independent,NONE,-,,,3,NONE,mahkikway preverb,no preverb,3PL,wiyawâw,Plural She/He,prs,-,present,nipawak,__nipa_wak,concept_spelling_verb_concept,nipaVAI,nipa,sleep,VAI
-,,VAI3PLNONE,____wak     | ê-____cik ,Plural She/He acting,animate_intransitive,-,Someone acting,prsNONEnipawiVAI3PL,ind,-,Independent,NONE,-,,,3,NONE,mahkikway preverb,no preverb,3PL,wiyawâw,Plural She/He,prs,-,present,nipawiwak,__nipawi_wak,concept_spelling_verb_concept,nipawiVAI,nipawi,stand,VAI
-,,VAI3PLNONE,____wak     | ê-____cik ,Plural She/He acting,animate_intransitive,-,Someone acting,prsNONEnanâskomoVAI3PL,ind,-,Independent,NONE,-,,,3,NONE,mahkikway preverb,no preverb,3PL,wiyawâw,Plural She/He,prs,-,present,nanâskomowak,__nanâskomo_wak,concept_spelling_verb_concept,nanâskomoVAI,nanâskomo,be grateful,VAI
-,,VAI3PLNONE,____wak     | ê-____cik ,Plural She/He acting,animate_intransitive,-,Someone acting,prsNONEmîcisoVAI3PL,ind,-,Independent,NONE,-,,,3,NONE,mahkikway preverb,no preverb,3PL,wiyawâw,Plural She/He,prs,-,present,mîcisowak,__mîciso_wak,concept_spelling_verb_concept,mîcisoVAI,mîciso,eat,VAI
-,,VAI3PLNONE,____wak     | ê-____cik ,Plural She/He acting,animate_intransitive,-,Someone acting,prsNONEmêtawêVAI3PL,ind,-,Independent,NONE,-,,,3,NONE,mahkikway preverb,no preverb,3PL,wiyawâw,Plural She/He,prs,-,present,mêtawêwak,__mêtawê_wak,concept_spelling_verb_concept,mêtawêVAI,mêtawê,play,VAI
-,,VAI3PLNONE,____wak     | ê-____cik ,Plural She/He acting,animate_intransitive,-,Someone acting,prsNONEkwayaskwâtisiVAI3PL,ind,-,Independent,NONE,-,,,3,NONE,mahkikway preverb,no preverb,3PL,wiyawâw,Plural She/He,prs,-,present,kwayaskwâtisiwak,__kwayaskwâtisi_wak,concept_spelling_verb_concept,kwayaskwâtisiVAI,kwayaskwâtisi,be honest,VAI
-,,VAI3PLNONE,____wak     | ê-____cik ,Plural She/He acting,animate_intransitive,-,Someone acting,prsNONEitohteVAI3PL,ind,-,Independent,NONE,-,,,3,NONE,mahkikway preverb,no preverb,3PL,wiyawâw,Plural She/He,prs,-,present,itohtewak,__itohte_wak,concept_spelling_verb_concept,itohteVAI,itohte,go,VAI
-,,VAI3PLNONE,____wak     | ê-____cik ,Plural She/He acting,animate_intransitive,-,Someone acting,prsNONEapiVAI3PL,ind,-,Independent,NONE,-,,,3,NONE,mahkikway preverb,no preverb,3PL,wiyawâw,Plural She/He,prs,-,present,apiwak,__api_wak,concept_spelling_verb_concept,apiVAI,api,sit,VAI
-,,VAI3PLNONE,____wak     | ê-____cik ,Plural She/He acting,animate_intransitive,-,Someone acting,conj_prefprsNONEwâpiVAI3PL,conj,-,Conjunct,NONE,-,,,,NONE,mahkikway preverb,no preverb,3PL,wiyawâw,Plural She/He,prs,-,present,ê-wâpicik,ê-__wâpi_cik,concept_spelling_verb_concept,wâpiVAI,wâpi,see,VAI
-,,VAI3PLNONE,____wak     | ê-____cik ,Plural She/He acting,animate_intransitive,-,Someone acting,conj_prefprsNONEwaniskaVAI3PL,conj,-,Conjunct,NONE,-,,,,NONE,mahkikway preverb,no preverb,3PL,wiyawâw,Plural She/He,prs,-,present,ê-waniskacik,ê-__waniska_cik,concept_spelling_verb_concept,waniskaVAI,waniska,wake up,VAI
-,,VAI3PLNONE,____wak     | ê-____cik ,Plural She/He acting,animate_intransitive,-,Someone acting,conj_prefprsNONEtapasiVAI3PL,conj,-,Conjunct,NONE,-,,,,NONE,mahkikway preverb,no preverb,3PL,wiyawâw,Plural She/He,prs,-,present,ê-tapasicik,ê-__tapasi_cik,concept_spelling_verb_concept,tapasiVAI,tapasi,run away,VAI
-,,VAI3PLNONE,____wak     | ê-____cik ,Plural She/He acting,animate_intransitive,-,Someone acting,conj_prefprsNONEpimipahtaVAI3PL,conj,-,Conjunct,NONE,-,,,,NONE,mahkikway preverb,no preverb,3PL,wiyawâw,Plural She/He,prs,-,present,ê-pimipahtacik,ê-__pimipahta_cik,concept_spelling_verb_concept,pimipahtaVAI,pimipahta,run,VAI
-,,VAI3PLNONE,____wak     | ê-____cik ,Plural She/He acting,animate_intransitive,-,Someone acting,conj_prefprsNONEnipaVAI3PL,conj,-,Conjunct,NONE,-,,,,NONE,mahkikway preverb,no preverb,3PL,wiyawâw,Plural She/He,prs,-,present,ê-nipacik,ê-__nipa_cik,concept_spelling_verb_concept,nipaVAI,nipa,sleep,VAI
-,,VAI3PLNONE,____wak     | ê-____cik ,Plural She/He acting,animate_intransitive,-,Someone acting,conj_prefprsNONEnipawiVAI3PL,conj,-,Conjunct,NONE,-,,,,NONE,mahkikway preverb,no preverb,3PL,wiyawâw,Plural She/He,prs,-,present,ê-nipawicik,ê-__nipawi_cik,concept_spelling_verb_concept,nipawiVAI,nipawi,stand,VAI
-,,VAI3PLNONE,____wak     | ê-____cik ,Plural She/He acting,animate_intransitive,-,Someone acting,conj_prefprsNONEnanâskomoVAI3PL,conj,-,Conjunct,NONE,-,,,,NONE,mahkikway preverb,no preverb,3PL,wiyawâw,Plural She/He,prs,-,present,ê-nanâskomocik,ê-__nanâskomo_cik,concept_spelling_verb_concept,nanâskomoVAI,nanâskomo,be grateful,VAI
-,,VAI3PLNONE,____wak     | ê-____cik ,Plural She/He acting,animate_intransitive,-,Someone acting,conj_prefprsNONEmîcisoVAI3PL,conj,-,Conjunct,NONE,-,,,,NONE,mahkikway preverb,no preverb,3PL,wiyawâw,Plural She/He,prs,-,present,ê-mîcisocik,ê-__mîciso_cik,concept_spelling_verb_concept,mîcisoVAI,mîciso,eat,VAI
-,,VAI3PLNONE,____wak     | ê-____cik ,Plural She/He acting,animate_intransitive,-,Someone acting,conj_prefprsNONEmêtawêVAI3PL,conj,-,Conjunct,NONE,-,,,,NONE,mahkikway preverb,no preverb,3PL,wiyawâw,Plural She/He,prs,-,present,ê-mêtawêcik,ê-__mêtawê_cik,concept_spelling_verb_concept,mêtawêVAI,mêtawê,play,VAI
-,,VAI3PLNONE,____wak     | ê-____cik ,Plural She/He acting,animate_intransitive,-,Someone acting,conj_prefprsNONEkwayaskwâtisiVAI3PL,conj,-,Conjunct,NONE,-,,,,NONE,mahkikway preverb,no preverb,3PL,wiyawâw,Plural She/He,prs,-,present,ê-kwayaskwâtisicik,ê-__kwayaskwâtisi_cik,concept_spelling_verb_concept,kwayaskwâtisiVAI,kwayaskwâtisi,be honest,VAI
-,,VAI3PLNONE,____wak     | ê-____cik ,Plural She/He acting,animate_intransitive,-,Someone acting,conj_prefprsNONEitohteVAI3PL,conj,-,Conjunct,NONE,-,,,,NONE,mahkikway preverb,no preverb,3PL,wiyawâw,Plural She/He,prs,-,present,ê-itohtecik,ê-__itohte_cik,concept_spelling_verb_concept,itohteVAI,itohte,go,VAI
-,,VAI3PLNONE,____wak     | ê-____cik ,Plural She/He acting,animate_intransitive,-,Someone acting,conj_prefprsNONEapiVAI3PL,conj,-,Conjunct,NONE,-,,,,NONE,mahkikway preverb,no preverb,3PL,wiyawâw,Plural She/He,prs,-,present,ê-apicik,ê-__api_cik,concept_spelling_verb_concept,apiVAI,api,sit,VAI
-,,VAI2PLNONE,ki____nâwâw | ê-____yek  | ____k     ,Plural You acting,animate_intransitive,-,Someone acting,prsNONEwâpiVAI2PL,ind,-,Independent,NONE,-,,,2,NONE,mahkikway preverb,no preverb,2PL,kiyanâwâw,Plural You,prs,-,present,kiwâpinâwâw,ki__wâpi_nâwâw,concept_spelling_verb_concept,wâpiVAI,wâpi,see,VAI
-,,VAI2PLNONE,ki____nâwâw | ê-____yek  | ____k     ,Plural You acting,animate_intransitive,-,Someone acting,prsNONEwaniskaVAI2PL,ind,-,Independent,NONE,-,,,2,NONE,mahkikway preverb,no preverb,2PL,kiyanâwâw,Plural You,prs,-,present,kiwaniskanâwâw,ki__waniska_nâwâw,concept_spelling_verb_concept,waniskaVAI,waniska,wake up,VAI
-,,VAI2PLNONE,ki____nâwâw | ê-____yek  | ____k     ,Plural You acting,animate_intransitive,-,Someone acting,prsNONEtapasiVAI2PL,ind,-,Independent,NONE,-,,,2,NONE,mahkikway preverb,no preverb,2PL,kiyanâwâw,Plural You,prs,-,present,kitapasinâwâw,ki__tapasi_nâwâw,concept_spelling_verb_concept,tapasiVAI,tapasi,run away,VAI
-,,VAI2PLNONE,ki____nâwâw | ê-____yek  | ____k     ,Plural You acting,animate_intransitive,-,Someone acting,prsNONEpimipahtaVAI2PL,ind,-,Independent,NONE,-,,,2,NONE,mahkikway preverb,no preverb,2PL,kiyanâwâw,Plural You,prs,-,present,kipimipahtanâwâw,ki__pimipahta_nâwâw,concept_spelling_verb_concept,pimipahtaVAI,pimipahta,run,VAI
-,,VAI2PLNONE,ki____nâwâw | ê-____yek  | ____k     ,Plural You acting,animate_intransitive,-,Someone acting,prsNONEnipaVAI2PL,ind,-,Independent,NONE,-,,,2,NONE,mahkikway preverb,no preverb,2PL,kiyanâwâw,Plural You,prs,-,present,kinipanâwâw,ki__nipa_nâwâw,concept_spelling_verb_concept,nipaVAI,nipa,sleep,VAI
-,,VAI2PLNONE,ki____nâwâw | ê-____yek  | ____k     ,Plural You acting,animate_intransitive,-,Someone acting,prsNONEnipawiVAI2PL,ind,-,Independent,NONE,-,,,2,NONE,mahkikway preverb,no preverb,2PL,kiyanâwâw,Plural You,prs,-,present,kinipawinâwâw,ki__nipawi_nâwâw,concept_spelling_verb_concept,nipawiVAI,nipawi,stand,VAI
-,,VAI2PLNONE,ki____nâwâw | ê-____yek  | ____k     ,Plural You acting,animate_intransitive,-,Someone acting,prsNONEnanâskomoVAI2PL,ind,-,Independent,NONE,-,,,2,NONE,mahkikway preverb,no preverb,2PL,kiyanâwâw,Plural You,prs,-,present,kinanâskomonâwâw,ki__nanâskomo_nâwâw,concept_spelling_verb_concept,nanâskomoVAI,nanâskomo,be grateful,VAI
-,,VAI2PLNONE,ki____nâwâw | ê-____yek  | ____k     ,Plural You acting,animate_intransitive,-,Someone acting,prsNONEmîcisoVAI2PL,ind,-,Independent,NONE,-,,,2,NONE,mahkikway preverb,no preverb,2PL,kiyanâwâw,Plural You,prs,-,present,kimîcisonâwâw,ki__mîciso_nâwâw,concept_spelling_verb_concept,mîcisoVAI,mîciso,eat,VAI
-,,VAI2PLNONE,ki____nâwâw | ê-____yek  | ____k     ,Plural You acting,animate_intransitive,-,Someone acting,prsNONEmêtawêVAI2PL,ind,-,Independent,NONE,-,,,2,NONE,mahkikway preverb,no preverb,2PL,kiyanâwâw,Plural You,prs,-,present,kimêtawânâwâw,ki__mêtawâ_nâwâw,concept_spelling_verb_concept,mêtawêVAI,mêtawê,play,VAI
-,,VAI2PLNONE,ki____nâwâw | ê-____yek  | ____k     ,Plural You acting,animate_intransitive,-,Someone acting,prsNONEkwayaskwâtisiVAI2PL,ind,-,Independent,NONE,-,,,2,NONE,mahkikway preverb,no preverb,2PL,kiyanâwâw,Plural You,prs,-,present,kikwayaskwâtisinâwâw,ki__kwayaskwâtisi_nâwâw,concept_spelling_verb_concept,kwayaskwâtisiVAI,kwayaskwâtisi,be honest,VAI
-,,VAI2PLNONE,ki____nâwâw | ê-____yek  | ____k     ,Plural You acting,animate_intransitive,-,Someone acting,prsNONEitohteVAI2PL,ind,-,Independent,NONE,-,,,2,NONE,mahkikway preverb,no preverb,2PL,kiyanâwâw,Plural You,prs,-,present,kititohtenâwâw,ki_t_itohte_nâwâw,concept_spelling_verb_concept,itohteVAI,itohte,go,VAI
-,,VAI2PLNONE,ki____nâwâw | ê-____yek  | ____k     ,Plural You acting,animate_intransitive,-,Someone acting,prsNONEapiVAI2PL,ind,-,Independent,NONE,-,,,2,NONE,mahkikway preverb,no preverb,2PL,kiyanâwâw,Plural You,prs,-,present,kitapinâwâw,ki_t_api_nâwâw,concept_spelling_verb_concept,apiVAI,api,sit,VAI
-,,VAI2PLNONE,ki____nâwâw | ê-____yek  | ____k     ,Plural You acting,animate_intransitive,-,Someone acting,NONEwâpiVAIprs2PL,imp,-,Imperative,NONE,-,,,,NONE,mahkikway preverb,no preverb,2PL,kiyanâwâw,Plural You,prs,-,present,wâpik,_wâpi_k,preverb_verb_concept,wâpiVAI,wâpi,see,VAI
-,,VAI2PLNONE,ki____nâwâw | ê-____yek  | ____k     ,Plural You acting,animate_intransitive,-,Someone acting,NONEwaniskaVAIprs2PL,imp,-,Imperative,NONE,-,,,,NONE,mahkikway preverb,no preverb,2PL,kiyanâwâw,Plural You,prs,-,present,waniskak,_waniska_k,preverb_verb_concept,waniskaVAI,waniska,wake up,VAI
-,,VAI2PLNONE,ki____nâwâw | ê-____yek  | ____k     ,Plural You acting,animate_intransitive,-,Someone acting,NONEtapasiVAIprs2PL,imp,-,Imperative,NONE,-,,,,NONE,mahkikway preverb,no preverb,2PL,kiyanâwâw,Plural You,prs,-,present,tapasik,_tapasi_k,preverb_verb_concept,tapasiVAI,tapasi,run away,VAI
-,,VAI2PLNONE,ki____nâwâw | ê-____yek  | ____k     ,Plural You acting,animate_intransitive,-,Someone acting,NONEpimipahtaVAIprs2PL,imp,-,Imperative,NONE,-,,,,NONE,mahkikway preverb,no preverb,2PL,kiyanâwâw,Plural You,prs,-,present,pimipahtak,_pimipahta_k,preverb_verb_concept,pimipahtaVAI,pimipahta,run,VAI
-,,VAI2PLNONE,ki____nâwâw | ê-____yek  | ____k     ,Plural You acting,animate_intransitive,-,Someone acting,NONEnipaVAIprs2PL,imp,-,Imperative,NONE,-,,,,NONE,mahkikway preverb,no preverb,2PL,kiyanâwâw,Plural You,prs,-,present,nipak,_nipa_k,preverb_verb_concept,nipaVAI,nipa,sleep,VAI
-,,VAI2PLNONE,ki____nâwâw | ê-____yek  | ____k     ,Plural You acting,animate_intransitive,-,Someone acting,NONEnipawiVAIprs2PL,imp,-,Imperative,NONE,-,,,,NONE,mahkikway preverb,no preverb,2PL,kiyanâwâw,Plural You,prs,-,present,nipawik,_nipawi_k,preverb_verb_concept,nipawiVAI,nipawi,stand,VAI
-,,VAI2PLNONE,ki____nâwâw | ê-____yek  | ____k     ,Plural You acting,animate_intransitive,-,Someone acting,NONEnanâskomoVAIprs2PL,imp,-,Imperative,NONE,-,,,,NONE,mahkikway preverb,no preverb,2PL,kiyanâwâw,Plural You,prs,-,present,nanâskomok,_nanâskomo_k,preverb_verb_concept,nanâskomoVAI,nanâskomo,be grateful,VAI
-,,VAI2PLNONE,ki____nâwâw | ê-____yek  | ____k     ,Plural You acting,animate_intransitive,-,Someone acting,NONEmîcisoVAIprs2PL,imp,-,Imperative,NONE,-,,,,NONE,mahkikway preverb,no preverb,2PL,kiyanâwâw,Plural You,prs,-,present,mîcisok,_mîciso_k,preverb_verb_concept,mîcisoVAI,mîciso,eat,VAI
-,,VAI2PLNONE,ki____nâwâw | ê-____yek  | ____k     ,Plural You acting,animate_intransitive,-,Someone acting,NONEmêtawêVAIprs2PL,imp,-,Imperative,NONE,-,,,,NONE,mahkikway preverb,no preverb,2PL,kiyanâwâw,Plural You,prs,-,present,mêtawêk,_mêtawê_k,preverb_verb_concept,mêtawêVAI,mêtawê,play,VAI
-,,VAI2PLNONE,ki____nâwâw | ê-____yek  | ____k     ,Plural You acting,animate_intransitive,-,Someone acting,NONEkwayaskwâtisiVAIprs2PL,imp,-,Imperative,NONE,-,,,,NONE,mahkikway preverb,no preverb,2PL,kiyanâwâw,Plural You,prs,-,present,kwayaskwâtisik,_kwayaskwâtisi_k,preverb_verb_concept,kwayaskwâtisiVAI,kwayaskwâtisi,be honest,VAI
-,,VAI2PLNONE,ki____nâwâw | ê-____yek  | ____k     ,Plural You acting,animate_intransitive,-,Someone acting,NONEitohteVAIprs2PL,imp,-,Imperative,NONE,-,,,,NONE,mahkikway preverb,no preverb,2PL,kiyanâwâw,Plural You,prs,-,present,itohtek,_itohte_k,preverb_verb_concept,itohteVAI,itohte,go,VAI
-,,VAI2PLNONE,ki____nâwâw | ê-____yek  | ____k     ,Plural You acting,animate_intransitive,-,Someone acting,NONEapiVAIprs2PL,imp,-,Imperative,NONE,-,,,,NONE,mahkikway preverb,no preverb,2PL,kiyanâwâw,Plural You,prs,-,present,apik,_api_k,preverb_verb_concept,apiVAI,api,sit,VAI
-,,VAI2PLNONE,ki____nâwâw | ê-____yek  | ____k     ,Plural You acting,animate_intransitive,-,Someone acting,conj_prefprsNONEwâpiVAI2PL,conj,-,Conjunct,NONE,-,,,,NONE,mahkikway preverb,no preverb,2PL,kiyanâwâw,Plural You,prs,-,present,ê-wâpiyek,ê-__wâpi_yek,concept_spelling_verb_concept,wâpiVAI,wâpi,see,VAI
-,,VAI2PLNONE,ki____nâwâw | ê-____yek  | ____k     ,Plural You acting,animate_intransitive,-,Someone acting,conj_prefprsNONEwaniskaVAI2PL,conj,-,Conjunct,NONE,-,,,,NONE,mahkikway preverb,no preverb,2PL,kiyanâwâw,Plural You,prs,-,present,ê-waniskayek,ê-__waniska_yek,concept_spelling_verb_concept,waniskaVAI,waniska,wake up,VAI
